"","USAcountry","description","year","consumption"
"1391","Bahrain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"1392","Bahrain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"1393","Bahrain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.49"
"1394","Bahrain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"1395","Bahrain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"1446","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"1447","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"1448","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"1449","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","1.96"
"1450","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"1451","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"1452","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"1453","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"1454","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","1.85"
"1455","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"1456","Bahamas, The","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"1507","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"1508","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"1509","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"1510","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.75"
"1511","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"1512","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"1513","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"1514","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"1515","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.81"
"1516","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"1517","Bosnia and Herzegovina","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"1568","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"1569","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"1570","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"1571","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","7.4"
"1572","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"1573","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"1574","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"1575","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"1576","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","8.83"
"1577","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"1578","Belarus","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"1629","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"1630","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"1631","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"1632","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.98"
"1633","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"1634","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"1635","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"1636","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"1637","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.95"
"1638","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"1639","Belize","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"1690","Bermuda","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"1691","Bermuda","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"1692","Bermuda","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"1693","Bermuda","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005",""
"1694","Bermuda","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
